Name,Society,Award,Year,Location,Data Source,Gender
Giles Stevenson,Canadian Association of Radiologists,Distinguished Career Achievement Award,2019,,https://car.ca/news/dr-giles-stevenson-recipient-of-the-car/,1
Guy Breton,Canadian Association of Radiologists,Distinguished Career Achievement Award,2020,,https://car.ca/news/dr-guy-breton-winner-of-the-2020-car-distinguished-career-award/,1
Barry B Hobbs,Canadian Association of Radiologists,Gold medal Award,1995,,https://www.schulich.uwo.ca/medimaging/about_us/news/2014/retirement.html,1
Harald O Stolberg,Canadian Association of Radiologists,Gold medal Award,1996,,https://www.ajronline.org/doi/pdfplus/10.2214/ajr.185.1.01850023,1
Jacques Sylvestre,Canadian Association of Radiologists,Gold medal Award,1997,,https://www.mesaieux.com/an/recherche_genealogique/fiche_necrologie?NoFiche=981997&Nom=Jacques_Sylvestre,1
C. Stuart Houston,Canadian Association of Radiologists,Gold medal Award,1997,,http://www.nihm.ca/bookoflife/Houston_cs.html,1
Lawrence R James,Canadian Association of Radiologists,Gold medal Award,1998,,https://health.usnews.com/doctors/lawrence-frood-318352,1
Ross O Hill,Canadian Association of Radiologists,Gold medal Award,1998,,https://www.mcgill.ca/channels/news/2011-hall-fame-profile-dr-ross-hill-175753,1
David G Gray,Canadian Association of Radiologists,Gold medal Award,1998,,https://www.google.com/search?q=David+Gray+radiology&rlz=1C5CHFA_enCA784CA784&sxsrf=ALeKk01OcfCPBuReCCN9YTFsQCcZqfVoyw%3A1620352437900&ei=tZ2UYJWrNryy0PEPt_uUoAs&oq=David+Gray+radiology&gs_lcp=Cgdnd3Mtd2l6EAMyBwgjELADECdQ-GVY3mdgoWloAXAAeACAAWKIAWKSAQExmAEAoAEBqgEHZ3dzLXdpesgBAcABAQ&sclient=gws-wiz&ved=0ahUKEwjV2eKbu7bwAhU8GTQIHbc9BbQQ4dUDCA4&uact=5,1
David B Fraser,Canadian Association of Radiologists,Gold medal Award,1999,,https://www.rsna.org/news/2020/february/fraser-obituary,1
Conway J Don,Canadian Association of Radiologists,Gold medal Award,2000,,https://car.ca/news/obituary-conway-joseph-don-1922-2017/,1
Stephanie R Wilson,Canadian Association of Radiologists,Gold medal Award,2001,,https://cumming.ucalgary.ca/departments/radiology/profiles/stephanie-wilson,2
Allan J Fox,Canadian Association of Radiologists,Gold medal Award,2002,,https://medical-imaging.utoronto.ca/node/344,1
Nabil R.L Bechai,Canadian Association of Radiologists,Gold medal Award,2002,,https://www.doctor-ontario.com/medecin/medecin-bechai-nabil-refaat-louis-3352.htm,1
Carl J Zylak,Canadian Association of Radiologists,Gold medal Award,2003,,https://www.doximity.com/pub/carl-zylak-md,1
Brian C Lentle ,Canadian Association of Radiologists,Gold medal Award,2004,,https://pubs.rsna.org/doi/abs/10.1148/radiol.2303032579?journalCode=radiology,1
Jean Chalaoui,Canadian Association of Radiologists,Gold medal Award,2005,,https://radiologie.umontreal.ca/2015/11/23/le-dr-jean-chalaoui-recoit-le-prix-personnalite-de-larq/,1
Ian Hammond,Canadian Association of Radiologists,Gold medal Award,2006,,https://med.uottawa.ca/radiology/people/hammond-ian,1
William F Mason,Canadian Association of Radiologists,Gold medal Award,2007,,https://www.cma.ca/mason-william-f-bill,1
Louise Samson,Canadian Association of Radiologists,Gold medal Award,2012,,https://car.ca/wp-content/uploads/2012_car_gold_medal_samson_en.pdf,1
Shia Salem,Canadian Association of Radiologists,Gold medal Award,2013,,https://car.ca/wp-content/uploads/2013_car_gold_medal-salem.pdf,1
Richard Rankin,Canadian Association of Radiologists,Gold medal Award,2013,,https://www.schulich.uwo.ca/schulichhome/articles/2013/05/10/congratulations-dr-richard-rankin-recipient-of-the-canadian-association-of-radiologists-car-gold-medal-award.html,1
Martin Reed,Canadian Association of Radiologists,Gold medal Award,2014,,https://www.schulich.uwo.ca/medimaging/about_us/events/2015/visiting_professor__dr_martin_reed.html,1
Jean Raymond,Canadian Association of Radiologists,Gold medal Award,2015,,https://www.chumontreal.qc.ca/en/crchum/researchers/jean-raymond,1
Gregory J Butler,Canadian Association of Radiologists,Gold medal Award,2016,,https://medicine.dal.ca/departments/department-sites/radiology/news-events/news/2016/02/29/dr__butler_wins_2016_car_gold_medal_award.html,1
Raquel Z delCarpio-O'Donovan,Canadian Association of Radiologists,Gold medal Award,2017,,https://publications.mcgill.ca/medenews/2017/03/10/dr-raquel-z-delcarpio-odonovan-awarded-the-2017-car-gold-medal-award/,2
Lawrence Stein,Canadian Association of Radiologists,Gold medal Award,2018,,https://srq.quebec/lawrence-stein-md-2007/,1
Bruce Forster,Canadian Association of Radiologists,Gold medal Award,2019,,https://bmiai.ubc.ca/people/bruce-forster,1
Robert Sevick,Canadian Association of Radiologists,Gold medal Award,2020,,https://cumming.ucalgary.ca/departments/radiology/profiles/robert-james-sevick,1
"Debra L. Monticciolo, MD",Society of Breast Imaging,Gold Medal,2019,,https://www.healthimaging.com/topics/healthcare-economics/acr-names-debra-monticciolo-its-new-president,2
"Linda J. Warren, MD",Society of Breast Imaging,Gold Medal,2018,,http://www.vancouverbreastcentre.com/ourstaff_warren.htm,2
"Peter J. Dempsey, MD",Society of Breast Imaging,Gold Medal,2017,,https://www.doximity.com/pub/peter-dempsey-md,1
"Carol H. Lee, MD",Society of Breast Imaging,Gold Medal,2016,,https://www.mskcc.org/cancer-care/doctors/carol-lee,2
"W. Phil Evans, MD",Society of Breast Imaging,Gold Medal,2015,,https://utswmed.org/doctors/walter-evans-iii/,1
"D. David Dershaw, MD",Society of Breast Imaging,Gold Medal,2013,,https://www.rsna.org/News/2019/november-december/RSNA-2019-Speakers-Honorees/Dershaw,1
"Barbara Monsees, MD",Society of Breast Imaging,Gold Medal,2011,,https://siteman.wustl.edu/doctor/monsees-barbara-md/,2
"Carl J D’Orsi, MD",Society of Breast Imaging,Gold Medal,2009,,https://winshipcancer.emory.edu/bios/faculty/dorsi-carl.html,1
"Valerie P. Jackson, MD",Society of Breast Imaging,Gold Medal,2007,,https://www.rsna.org/about/board-of-directors/valerie-p-Jackson-md,2
"Daniel B. Kopans, MD",Society of Breast Imaging,Gold Medal,2005,,https://connects.catalyst.harvard.edu/Profiles/display/Person/11351,1
"Stephen A. Feig, MD",Society of Breast Imaging,Gold Medal,2003,,https://www.faculty.uci.edu/profile.cfm?faculty_id=5678,1
"Laszlo Tabar, MD",Society of Breast Imaging,Gold Medal,2001,,https://mammographyed.com/dr-tabar/,1
"Edward A. Sickles, MD",Society of Breast Imaging,Gold Medal,1999,,https://profiles.ucsf.edu/edward.sickles,1
"Lawrence W. Bassett, MD",Society of Breast Imaging,Gold Medal,1997,,https://www.uclahealth.org/radiology/body.cfm?id=697&action=detail&ref=39,1
"Gerald D. Dodd, Jr., MD",Society of Breast Imaging,Gold Medal,1995,,https://pubs.rsna.org/doi/full/10.1148/radiol.2015154052,1
"Myron Moskowitz, MD",Society of Breast Imaging,Gold Medal,1995,,https://doctor.webmd.com/doctor/myron-moskowitz-64f7874c-23a0-4ce7-9324-f1bb81380e3b-overview,1
"Robert Egan, MD",Society of Breast Imaging,Gold Medal,1995,,https://med.emory.edu/departments/radiology/about-us/our-history/emeritus/robert-egan.html,1
Dr. Peter Kellman,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2020,,https://scmr.org/,1
Dr. Jeanetter Schulz-Menger,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2020,,https://scmr.org/,2
Orlando Simonetti,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2019,,https://scmr.org/,1
Andrew E Arai,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2018,,https://scmr.org/,1
Nathaniel Reichek,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2017,,https://scmr.org/,1
"Joao A.C. Lima, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2016,,https://scmr.org/,1
"Eike Nagel, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2016,,https://scmr.org/,1
"Christopher M. Kramer, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2015,,https://scmr.org/,1
"Raymond J. Kim, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2015,,https://scmr.org/,1
"Robert M. Judd, PhD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2015,,https://scmr.org/,1
"Warren J. Manning, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2014,,https://scmr.org/,1
"Stefan Neubauer, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2013,,https://scmr.org/,1
Dr. Dudley J. Pennell,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2012,,https://scmr.org/,1
"Dr. Charles Higgins, MD",Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2011,,https://scmr.org/,1
Dr. Gerald Pohost,Society for Cardiovascular Magnetic Resonance,Gold Metal Award,2011,,https://scmr.org/,1
"Corning Benton, Jr., MD",Society for Pediatric Radiology,Singleton-Taybi Award,2006,"Cincinnati, OH",,1
"Michael P. D'Alessandro, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2007,Iowa,UIHC.org,1
"Janet R. Reid, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2007,philadelphia,chop.edu,2
"Dorothy I. Bulas, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2008,"Washington, Distric of Columbia",childrensnational.org,2
"Lane F. Donnelly, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2009,"Orlando, Florida",https://rorl.ucsf.edu/lane-donnelly-md,1
"Wilbur L. Smith, Jr., MD",Society for Pediatric Radiology,Singleton-Taybi Award,2010,"Troy, MI",health.usnews.com,1
"Ralph S. Lachman, MD, FACR",Society for Pediatric Radiology,Singleton-Taybi Award,2011,"Palo Alto, CA",doximity.com,1
"Alan Daneman, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2012,"Toronto, Can",sickkids.ca,1
"Lisa H. Lowe, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2013,"Lenexa, KS and Kansas City, MO",doximity.com,2
"Robert H. Cleveland, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2014,Boston. MA,childrenshospital.org,1
"Stephen F. Simoneaux, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2015,Atlanta. GA,choa.org,1
"Michael DiPietro, MD",Society for Pediatric Radiology,Singleton-Taybi Award,2016,"Ann Arbor, MI",medicine.umich.edu,1
"Shi-Joon Yoo, MD, PhD",Society for Pediatric Radiology,Singleton-Taybi Award,2017,"Toronto, Can",sickkids.ca,1
"John D. Strain, MD, FACR",Society for Pediatric Radiology,Singleton-Taybi Award,2018,CO,doximity.com,1
"Alan E. Oestreich, MD, FACR",Society for Pediatric Radiology,Singleton-Taybi Award,2020,"Cincinnati, OH",cincinnatichildrens.org,1
"Frederic N. Silverman, MD ",Society for Pediatric Radiology,Gold Medal,1988,"Cincinnati, OH",ajronline.org,1
"John L. Gwinn, MD",Society for Pediatric Radiology,Gold Medal,1989,"LA, CA",pubs.rsna.org,1
" John F. Holt, MD ",Society for Pediatric Radiology,Gold Medal,1990,"Ann Arbor, MI",medicine.umich.edu,1
" John A. Kirkpatrick, Jr., MD ",Society for Pediatric Radiology,Gold Medal,1991,Philidelphia,pubs.rsna.org,1
"Bernard J. Reilly, MB, FRCP",Society for Pediatric Radiology,Gold Medal,1991,"Toronto, Can",link.springer.com,1
"Edward B. Singleton, MD",Society for Pediatric Radiology,Gold Medal,1992,"Ann Arbor, MI",pubs.rsna.org,1
"Hooshang Taybi, MD",Society for Pediatric Radiology,Gold Medal,1993,California,ucsf.edu,1
" Walter E. Berdon, MD",Society for Pediatric Radiology,Gold Medal,1994,"NY, NY",doximity.com,1
"J. Scott Dunbar, MD",Society for Pediatric Radiology,Gold Medal,1994,Montreal,ajronline.org,1
"Guido Currarino, MD",Society for Pediatric Radiology,Gold Medal,1995,Texas,utsouthwestern.edu,1
"Derek Harwood-Nash, MD, DSc",Society for Pediatric Radiology,Gold Medal,1995,"Toronto, Can",pubs.rsna.org,1
"Andrew K. Poznanski, MD",Society for Pediatric Radiology,Gold Medal,1996,Chicago,feinberg.northwestern.edu,1
"Beverly P. Wood, MD ",Society for Pediatric Radiology,Gold Medal,1996,"Cincinnati, OH",aur.org,2
"N. Thorne Griscom, MD",Society for Pediatric Radiology,Gold Medal,1997,"Rochester, NY",link.springer.com,1
"John F. O’Connor, MD",Society for Pediatric Radiology,Gold Medal,1997,Boston,pubs.rsna.org,1
"William H. McAlister, MD",Society for Pediatric Radiology,Gold Medal,1998,St. Louis,physicians.wustl.edu,1
"E. Anthony Franken, MD",Society for Pediatric Radiology,Gold Medal,1999,,https://medicine.uiowa.edu/radiology/our-people/emeritus-faculty,1
"Eric L. Effmann, MD",Society for Pediatric Radiology,Gold Medal,2000,"Seattle, WA",doctor.com,1
"Giulio J. D’Angio, MD",Society for Pediatric Radiology,Gold Medal,2001,Pennsylvania,link.springer.com,1
"David H. Baker, MD",Society for Pediatric Radiology,Gold Medal,2002,Boston,link.springer.com,1
"Brinton B. Gay, Jr., MD",Society for Pediatric Radiology,Gold Medal,2003,"Atlanta, GA ",radiology.emory.edu,1
"William H. Northway, Jr., MD",Society for Pediatric Radiology,Gold Medal,2003,California,sm.stanford.edu,1
"Diane S. Babcock, MD",Society for Pediatric Radiology,Gold Medal,2004,Cincinnati,cincinnatichildrens.org,2
"Virgil R. Condon, MD",Society for Pediatric Radiology,Gold Medal,2004,Colorodo,,
"Jerald P. Kuhn, MD",Society for Pediatric Radiology,Gold Medal,2005,"Buffalo, NY",doximity.com,1
"Thomas L. Slovis, MD",Society for Pediatric Radiology,Gold Medal,2005,Colorodo,link.springer.com,1
"John C. Leonidas, MD",Society for Pediatric Radiology,Gold Medal,2006,chicago,doximity.com,1
"Robert L. Lebowitz, MD",Society for Pediatric Radiology,Gold Medal,2006,Boston. MA,md.com,1
"Leonard E. Swischuk, MD",Society for Pediatric Radiology,Gold Medal,2007,Tx,utmb.edu,1
"Barry D. Fletcher, MD",Society for Pediatric Radiology,Gold Medal,2008,"Asheville, NC",obits.cleveland.com,1
"Charles A. Gooding, MD",Society for Pediatric Radiology,Gold Medal,2009,San Francisco,healthgrades.com,1
"Janet L. Strife, MD",Society for Pediatric Radiology,Gold Medal,2010,Cincinnati,link.springer.com,2
"Carol M. Rumack, MD",Society for Pediatric Radiology,Gold Medal,2011,"Aurora, CO",cudoctors.com,2
"Marilyn J. Goske, MD",Society for Pediatric Radiology,Gold Medal,2012,Cincinnati,rorl.ucsf.edu,2
"Stuart A. Royal, MD",Society for Pediatric Radiology,Gold Medal,2013,Texas,uab.edu,1
"David C. Kushner, MD",Society for Pediatric Radiology,Gold Medal,2014,"Portsmouth, VA",doctor.webmd.com,1
"George A. Taylor, MD",Society for Pediatric Radiology,Gold Medal,2015,"philadelphia, PA",doximity.com,1
"Jennifer K. Boylan, MA",Society for Pediatric Radiology,Gold Medal,2016,,https://www.linkedin.com/in/jennifer-kline-boylan-a3749b11/,2
"M. Ines Boechat, MD, FACR",Society for Pediatric Radiology,Gold Medal,2017,Brazil,uclahealth.org,2
"Paul K. Kleinman, MD",Society for Pediatric Radiology,Gold Medal,2017,Boston,helfersociety.org,1
"Dorothy I. Bulas, MD",Society for Pediatric Radiology,Gold Medal,2018,"Washington, DC",childrensnational.org,2
"Neil D. Johnson, MBBS",Society for Pediatric Radiology,Gold Medal,2018,Cincinati,cincinnatichildrens.org,1
